"ID
операции"	Дата	Магазин	Артикул	Операция	"Количество
упаковок, шт"	Цена руб/шт
66520	23.06.2021	М66	57	Поставка	100	333
66521	23.06.2021	М66	58	Продажа	18	179
66522	23.06.2021	М66	59	Продажа	44	252
66523	23.06.2021	М66	60	Поставка	30	179
66524	23.06.2021	М66	61	Продажа	20	98
66525	23.06.2021	М66	64	Поставка	100	52
66526	23.06.2021	М67	3	Поставка	30	69
66527	23.06.2021	М67	3	Продажа	26	78
66528	23.06.2021	М67	10	Поставка	10	183
66529	23.06.2021	М67	14	Продажа	16	283
66530	23.06.2021	М67	16	Поставка	10	344
66531	23.06.2021	М67	16	Продажа	10	540
66532	23.06.2021	М67	19	Поставка	10	158
66533	23.06.2021	М67	24	Поставка	20	171
66534	23.06.2021	М67	27	Продажа	5	476
66535	23.06.2021	М67	34	Поставка	20	110
66536	23.06.2021	М67	36	Поставка	10	396
66537	23.06.2021	М67	37	Поставка	20	57
66538	23.06.2021	М67	37	Продажа	24	69
66539	23.06.2021	М67	38	Поставка	10	84
66540	23.06.2021	М67	40	Поставка	10	253
66541	23.06.2021	М67	41	Поставка	20	102
66542	23.06.2021	М67	46	Поставка	10	44
66543	23.06.2021	М67	48	Поставка	20	121
66544	23.06.2021	М67	49	Поставка	30	56
66545	23.06.2021	М67	54	Поставка	50	83
66546	23.06.2021	М67	61	Поставка	10	82
66547	23.06.2021	М67	62	Поставка	10	107
66548	23.06.2021	М67	62	Продажа	5	174
66549	23.06.2021	М67	63	Поставка	10	238
66550	23.06.2021	М68	3	Продажа	103	79
66551	23.06.2021	М68	5	Продажа	107	37
66552	23.06.2021	М68	7	Продажа	26	47
66553	23.06.2021	М68	11	Продажа	34	279
66554	23.06.2021	М68	12	Поставка	50	182
66555	23.06.2021	М68	14	Поставка	50	173
66556	23.06.2021	М68	14	Продажа	68	186
66557	23.06.2021	М68	16	Поставка	30	376
66558	23.06.2021	М68	18	Продажа	175	72
66559	23.06.2021	М68	22	Поставка	10	319
66560	23.06.2021	М68	23	Поставка	30	475
66561	23.06.2021	М68	23	Продажа	26	470
66562	23.06.2021	М68	25	Поставка	30	127
66563	23.06.2021	М68	25	Продажа	32	142
66564	23.06.2021	М68	26	Продажа	90	102
66565	23.06.2021	М68	27	Поставка	20	389
66566	23.06.2021	М68	30	Поставка	50	158
66567	23.06.2021	М68	34	Продажа	89	99
66568	23.06.2021	М68	35	Продажа	145	72
66569	23.06.2021	М68	38	Поставка	50	61
66570	23.06.2021	М68	40	Продажа	31	255
66571	23.06.2021	М68	43	Продажа	50	96
66572	23.06.2021	М68	45	Поставка	20	34
66573	23.06.2021	М68	45	Продажа	18	41
66574	23.06.2021	М68	47	Поставка	30	517
66575	23.06.2021	М68	48	Поставка	100	92
66576	23.06.2021	М68	49	Продажа	147	47
66577	23.06.2021	М68	50	Поставка	20	89
66578	23.06.2021	М68	52	Продажа	218	39
66579	23.06.2021	М68	56	Поставка	50	87
66580	23.06.2021	М68	56	Продажа	44	111
66581	23.06.2021	М68	57	Поставка	100	347
66582	23.06.2021	М68	57	Продажа	81	409
66583	23.06.2021	М68	59	Поставка	50	194
66584	23.06.2021	М68	62	Поставка	20	131
66585	23.06.2021	М68	63	Продажа	9	360
66586	23.06.2021	М69	1	Поставка	50	180
66587	23.06.2021	М69	7	Поставка	30	37
66588	23.06.2021	М69	8	Продажа	107	45
66589	23.06.2021	М69	11	Поставка	20	185
66590	23.06.2021	М69	13	Продажа	138	60
66591	23.06.2021	М69	15	Продажа	50	52
66592	23.06.2021	М69	16	Продажа	29	416
66593	23.06.2021	М69	18	Продажа	121	66
66594	23.06.2021	М69	19	Продажа	71	162
66595	23.06.2021	М69	20	Поставка	100	91
66596	23.06.2021	М69	20	Продажа	147	125
66597	23.06.2021	М69	22	Продажа	13	361
66598	23.06.2021	М69	25	Продажа	36	152
66599	23.06.2021	М69	28	Поставка	50	43
66600	23.06.2021	М69	29	Продажа	146	45
66601	23.06.2021	М69	32	Поставка	100	57
66602	23.06.2021	М69	32	Продажа	84	62
66603	23.06.2021	М69	34	Поставка	50	76
66604	23.06.2021	М69	37	Продажа	122	92
66605	23.06.2021	М69	38	Поставка	50	78
66606	23.06.2021	М69	39	Продажа	30	364
66607	23.06.2021	М69	41	Поставка	100	91
66608	23.06.2021	М69	47	Поставка	30	442
66609	23.06.2021	М69	47	Продажа	35	663
66610	23.06.2021	М69	49	Поставка	100	41
66611	23.06.2021	М69	52	Поставка	200	29
66612	23.06.2021	М69	54	Поставка	200	94
66613	23.06.2021	М69	56	Поставка	50	90
66614	23.06.2021	М69	59	Продажа	54	298
66615	23.06.2021	М69	62	Продажа	15	121
66616	23.06.2021	М69	63	Поставка	10	197
66617	23.06.2021	М69	63	Продажа	10	295
66618	23.06.2021	М70	2	Поставка	50	74
66619	23.06.2021	М70	2	Продажа	57	80
66620	23.06.2021	М70	3	Продажа	83	70
66621	23.06.2021	М70	5	Поставка	100	43
66622	23.06.2021	М70	6	Поставка	50	144
66623	23.06.2021	М70	9	Поставка	50	101
66624	23.06.2021	М70	14	Продажа	72	272
66625	23.06.2021	М70	16	Поставка	30	376
66626	23.06.2021	М70	19	Продажа	54	196
66627	23.06.2021	М70	22	Продажа	10	385
66628	23.06.2021	М70	24	Продажа	62	234
66629	23.06.2021	М70	25	Продажа	27	157
66630	23.06.2021	М70	33	Продажа	58	58
66631	23.06.2021	М70	34	Продажа	80	91
66632	23.06.2021	М70	35	Поставка	100	47
66633	23.06.2021	М70	35	Продажа	116	72
66634	23.06.2021	М70	38	Поставка	50	57
66635	23.06.2021	М70	42	Продажа	37	87
66636	23.06.2021	М70	43	Поставка	50	65
66637	23.06.2021	М70	44	Поставка	50	62
66638	23.06.2021	М70	44	Продажа	61	82
66639	23.06.2021	М70	48	Продажа	92	153
66640	23.06.2021	М70	50	Поставка	20	98
66641	23.06.2021	М70	52	Поставка	200	30
66642	23.06.2021	М70	52	Продажа	218	38
66643	23.06.2021	М70	53	Поставка	100	71
66644	23.06.2021	М70	55	Поставка	100	48
66645	23.06.2021	М70	56	Продажа	61	131
66646	23.06.2021	М70	57	Поставка	100	290
66647	23.06.2021	М70	60	Продажа	27	192
66648	23.06.2021	М70	64	Поставка	100	53
66649	23.06.2021	М71	1	Продажа	21	249
66650	23.06.2021	М71	2	Продажа	30	93
66651	23.06.2021	М71	3	Поставка	50	90
66652	23.06.2021	М71	10	Продажа	24	195
66653	23.06.2021	М71	14	Поставка	30	222
66654	23.06.2021	М71	16	Продажа	19	584
66655	23.06.2021	М71	19	Поставка	40	202
66656	23.06.2021	М71	20	Продажа	77	88
66657	23.06.2021	М71	23	Поставка	20	565
66658	23.06.2021	М71	23	Продажа	18	705
66659	23.06.2021	М71	25	Поставка	10	137
66660	23.06.2021	М71	31	Поставка	50	59
66661	23.06.2021	М71	33	Поставка	40	58
66662	23.06.2021	М71	34	Продажа	46	86
66663	23.06.2021	М71	37	Поставка	50	76
66664	23.06.2021	М71	41	Поставка	40	89
66665	23.06.2021	М71	42	Поставка	20	70
66666	23.06.2021	М71	43	Поставка	30	78
66667	23.06.2021	М71	44	Продажа	30	75
66668	23.06.2021	М71	45	Поставка	10	37
66669	23.06.2021	М71	45	Продажа	10	56
66670	23.06.2021	М71	47	Поставка	10	381
66671	23.06.2021	М71	47	Продажа	18	700
66672	23.06.2021	М71	48	Продажа	39	137
66673	23.06.2021	М71	49	Поставка	50	45
66674	23.06.2021	М71	50	Поставка	10	89
66675	23.06.2021	М71	53	Продажа	30	76
66676	23.06.2021	М71	54	Поставка	100	85
66677	23.06.2021	М71	58	Поставка	10	201
66678	23.06.2021	М71	58	Продажа	11	177
66679	23.06.2021	М71	64	Продажа	56	66
66680	23.06.2021	М72	1	Продажа	66	213
66681	23.06.2021	М72	2	Поставка	100	73
66682	23.06.2021	М72	4	Продажа	85	18
66683	23.06.2021	М72	5	Продажа	193	44
66684	23.06.2021	М72	6	Поставка	100	189
66685	23.06.2021	М72	8	Поставка	300	45
66686	23.06.2021	М72	10	Поставка	100	170
66687	23.06.2021	М72	13	Поставка	200	37
66688	23.06.2021	М72	13	Продажа	246	44
66689	23.06.2021	М72	15	Продажа	118	56
66690	23.06.2021	М72	24	Поставка	100	144
66691	23.06.2021	М72	26	Продажа	181	102
66692	23.06.2021	М72	29	Продажа	305	50
66693	23.06.2021	М72	30	Поставка	100	156
66694	23.06.2021	М72	31	Продажа	206	47
66695	23.06.2021	М72	37	Поставка	200	81
66696	23.06.2021	М72	40	Поставка	50	212
66697	23.06.2021	М72	40	Продажа	66	304
66698	23.06.2021	М72	42	Поставка	100	62
66699	23.06.2021	М72	42	Продажа	101	68
66700	23.06.2021	М72	47	Поставка	50	465
66701	23.06.2021	М72	47	Продажа	66	686
66702	23.06.2021	М72	48	Поставка	100	117
66703	23.06.2021	М72	50	Поставка	50	91
66704	23.06.2021	М72	52	Поставка	400	26
66705	23.06.2021	М72	54	Поставка	300	103
66706	23.06.2021	М72	58	Продажа	42	253
66707	23.06.2021	М73	1	Продажа	76	315
66708	23.06.2021	М73	5	Продажа	202	51
66709	23.06.2021	М73	7	Продажа	56	47
66710	23.06.2021	М73	8	Поставка	300	40
66711	23.06.2021	М73	9	Поставка	200	74
66712	23.06.2021	М73	14	Поставка	100	209
66713	23.06.2021	М73	17	Поставка	100	141
66714	23.06.2021	М73	21	Продажа	66	259
66715	23.06.2021	М73	22	Поставка	20	368
66716	23.06.2021	М73	23	Поставка	50	555
66717	23.06.2021	М73	24	Поставка	100	169
66718	23.06.2021	М73	25	Поставка	50	140
66719	23.06.2021	М73	25	Продажа	52	163
66720	23.06.2021	М73	28	Поставка	100	38
66721	23.06.2021	М73	30	Продажа	97	192
66722	23.06.2021	М73	34	Продажа	177	107
66723	23.06.2021	М73	38	Продажа	118	90
66724	23.06.2021	М73	40	Продажа	64	276
66725	23.06.2021	М73	43	Продажа	123	78
66726	23.06.2021	М73	44	Поставка	100	56
66727	23.06.2021	М73	47	Поставка	50	461
66728	23.06.2021	М73	48	Поставка	200	105
66729	23.06.2021	М73	54	Продажа	328	94
66730	23.06.2021	М73	55	Поставка	200	41
66731	23.06.2021	М73	59	Поставка	100	210
66732	23.06.2021	М73	61	Поставка	40	101
66733	23.06.2021	М73	62	Продажа	36	152
66734	23.06.2021	М74	3	Поставка	100	76
66735	23.06.2021	М74	4	Поставка	40	14
66736	23.06.2021	М74	5	Поставка	100	43
66737	23.06.2021	М74	7	Продажа	22	41
66738	23.06.2021	М74	14	Продажа	57	268
66739	23.06.2021	М74	15	Поставка	50	54
66740	23.06.2021	М74	21	Продажа	36	238
66741	23.06.2021	М74	24	Поставка	100	164
66742	23.06.2021	М74	25	Продажа	31	125
66743	23.06.2021	М74	26	Поставка	100	80
66744	23.06.2021	М74	26	Продажа	78	72
66745	23.06.2021	М74	29	Продажа	143	36
66746	23.06.2021	М74	30	Поставка	50	220
66747	23.06.2021	М74	44	Продажа	56	82
66748	23.06.2021	М74	46	Поставка	50	59
66749	23.06.2021	М74	46	Продажа	73	59
66750	23.06.2021	М74	50	Поставка	20	94
66751	23.06.2021	М74	50	Продажа	23	87
66752	23.06.2021	М74	55	Поставка	100	37
66753	23.06.2021	М74	55	Продажа	98	56
66754	23.06.2021	М74	57	Поставка	50	337
66755	23.06.2021	М74	60	Поставка	30	164
66756	23.06.2021	М74	60	Продажа	31	176
66757	23.06.2021	М74	62	Поставка	10	104
66758	23.06.2021	М75	3	Продажа	97	75
66759	23.06.2021	М75	4	Поставка	40	15
66760	23.06.2021	М75	5	Поставка	100	35
66761	23.06.2021	М75	6	Продажа	61	220
66762	23.06.2021	М75	7	Поставка	20	30
66763	23.06.2021	М75	11	Поставка	30	218
66764	23.06.2021	М75	12	Продажа	74	238
66765	23.06.2021	М75	15	Продажа	42	50
66766	23.06.2021	М75	16	Поставка	30	436
66767	23.06.2021	М75	16	Продажа	34	480
66768	23.06.2021	М75	17	Продажа	39	202
66769	23.06.2021	М75	18	Продажа	156	63
66770	23.06.2021	М75	21	Поставка	30	162
66771	23.06.2021	М75	21	Продажа	43	252
66772	23.06.2021	М75	28	Поставка	100	40
66773	23.06.2021	М75	28	Продажа	86	48
66774	23.06.2021	М75	32	Продажа	81	65
66775	23.06.2021	М75	36	Продажа	45	406
66776	23.06.2021	М75	40	Продажа	28	242
66777	23.06.2021	М75	41	Продажа	84	144
66778	23.06.2021	М75	43	Продажа	56	114
66779	23.06.2021	М75	45	Продажа	18	58
66780	23.06.2021	М75	46	Поставка	50	52
66781	23.06.2021	М75	47	Продажа	33	700
66782	23.06.2021	М75	49	Поставка	100	54
66783	23.06.2021	М75	49	Продажа	145	56
66784	23.06.2021	М75	50	Поставка	30	77
66785	23.06.2021	М75	53	Поставка	100	76
66786	23.06.2021	М75	54	Продажа	123	90
66787	23.06.2021	М75	56	Поставка	50	85
66788	23.06.2021	М75	57	Продажа	99	323
66789	23.06.2021	М75	59	Поставка	50	226
66790	23.06.2021	М75	60	Продажа	25	207
66791	23.06.2021	М75	61	Поставка	20	93
66792	23.06.2021	М75	61	Продажа	18	116
66793	23.06.2021	М75	63	Поставка	10	214
66794	23.06.2021	М75	64	Поставка	100	48
66795	23.06.2021	М75	64	Продажа	139	53
66796	23.06.2021	М76	3	Продажа	224	74
66797	23.06.2021	М76	4	Продажа	60	17
66798	23.06.2021	М76	9	Поставка	100	81
66799	23.06.2021	М76	11	Продажа	52	297
66800	23.06.2021	М76	15	Поставка	100	65
66801	23.06.2021	М76	20	Продажа	431	89
66802	23.06.2021	М76	21	Продажа	91	256
66803	23.06.2021	М76	24	Поставка	100	198
66804	23.06.2021	М76	24	Продажа	145	198
66805	23.06.2021	М76	25	Продажа	65	157
66806	23.06.2021	М76	31	Продажа	158	53
66807	23.06.2021	М76	34	Поставка	200	78
66808	23.06.2021	М76	36	Продажа	88	448
66809	23.06.2021	М76	37	Продажа	220	71
66810	23.06.2021	М76	42	Поставка	100	62
66811	23.06.2021	М76	44	Поставка	100	49
66812	23.06.2021	М76	45	Поставка	40	35
66813	23.06.2021	М76	47	Продажа	56	569
66814	23.06.2021	М76	48	Продажа	140	120
66815	23.06.2021	М76	49	Продажа	227	72
66816	23.06.2021	М76	52	Поставка	400	33
66817	23.06.2021	М76	52	Продажа	313	30
66818	23.06.2021	М76	57	Поставка	200	356
66819	23.06.2021	М76	58	Продажа	37	219
66820	23.06.2021	М76	60	Продажа	53	149
66821	23.06.2021	М76	61	Поставка	50	92
66822	23.06.2021	М77	2	Поставка	30	89
66823	23.06.2021	М77	4	Продажа	17	18
66824	23.06.2021	М77	8	Продажа	63	51
66825	23.06.2021	М77	9	Продажа	41	102
66826	23.06.2021	М77	12	Продажа	31	230
66827	23.06.2021	М77	15	Поставка	20	57
66828	23.06.2021	М77	16	Поставка	20	332
66829	23.06.2021	М77	18	Поставка	100	58
66830	23.06.2021	М77	18	Продажа	68	62
66831	23.06.2021	М77	20	Продажа	79	100
66832	23.06.2021	М77	25	Продажа	13	151
66833	23.06.2021	М77	27	Продажа	11	350
66834	23.06.2021	М77	33	Продажа	39	50
66835	23.06.2021	М77	34	Продажа	52	107
66836	23.06.2021	М77	35	Поставка	50	57
66837	23.06.2021	М77	36	Поставка	20	298
66838	23.06.2021	М77	36	Продажа	19	508
66839	23.06.2021	М77	37	Поставка	50	74
66840	23.06.2021	М77	38	Поставка	30	60
66841	23.06.2021	М77	42	Поставка	20	60
66842	23.06.2021	М77	43	Поставка	20	72
66843	23.06.2021	М77	44	Поставка	30	71
66844	23.06.2021	М77	49	Поставка	50	58
66845	23.06.2021	М77	57	Продажа	38	393
66846	23.06.2021	М77	59	Поставка	20	218
66847	23.06.2021	М77	62	Продажа	8	139
66848	23.06.2021	М77	64	Продажа	61	45
66849	23.06.2021	М78	4	Продажа	127	21
66850	23.06.2021	М78	8	Продажа	393	68
66851	23.06.2021	М78	9	Поставка	300	98
66852	23.06.2021	М78	9	Продажа	308	89
66853	23.06.2021	М78	13	Поставка	500	49
66854	23.06.2021	М78	17	Поставка	100	197
66855	23.06.2021	М78	19	Поставка	200	187
66856	23.06.2021	М78	19	Продажа	228	212
66857	23.06.2021	М78	25	Поставка	100	100
66858	23.06.2021	М78	37	Продажа	419	101
66859	23.06.2021	М78	39	Продажа	106	440
66860	23.06.2021	М78	41	Продажа	280	118
66861	23.06.2021	М78	43	Поставка	200	89
66862	23.06.2021	М78	43	Продажа	229	111
66863	23.06.2021	М78	44	Поставка	200	65
66864	23.06.2021	М78	47	Поставка	100	536
66865	23.06.2021	М78	48	Поставка	300	105
66866	23.06.2021	М78	49	Продажа	512	66
66867	23.06.2021	М78	50	Поставка	100	79
66868	23.06.2021	М78	50	Продажа	105	80
66869	23.06.2021	М78	52	Поставка	700	29
66870	23.06.2021	М78	55	Продажа	333	53
66871	23.06.2021	М78	57	Продажа	291	353
66872	23.06.2021	М78	58	Поставка	100	175
66873	23.06.2021	М78	61	Поставка	100	75
66874	23.06.2021	М78	64	Продажа	607	63
66875	23.06.2021	М79	1	Продажа	9	306
66876	23.06.2021	М79	4	Продажа	8	21
66877	23.06.2021	М79	9	Продажа	16	120
66878	23.06.2021	М79	10	Поставка	10	170
66879	23.06.2021	М79	10	Продажа	11	199
66880	23.06.2021	М79	12	Поставка	20	186
66881	23.06.2021	М79	14	Продажа	12	239
66882	23.06.2021	М79	15	Поставка	10	65
66883	23.06.2021	М79	18	Продажа	37	61
66884	23.06.2021	М79	20	Продажа	55	125
66885	23.06.2021	М79	22	Поставка	10	291
66886	23.06.2021	М79	23	Продажа	7	630
66887	23.06.2021	М79	26	Продажа	21	90
66888	23.06.2021	М79	27	Продажа	6	364
66889	23.06.2021	М79	28	Поставка	20	32
66890	23.06.2021	М79	28	Продажа	17	52
66891	23.06.2021	М79	31	Продажа	22	53
66892	23.06.2021	М79	32	Поставка	20	66
66893	23.06.2021	М79	33	Поставка	10	59
66894	23.06.2021	М79	38	Поставка	20	73
66895	23.06.2021	М79	39	Поставка	10	480
66896	23.06.2021	М79	39	Продажа	6	556
66897	23.06.2021	М79	51	Поставка	10	392
66898	23.06.2021	М79	52	Продажа	51	39
66899	23.06.2021	М79	54	Поставка	40	92
66900	23.06.2021	М79	55	Поставка	20	37
66901	23.06.2021	М79	64	Поставка	40	56
66902	23.06.2021	М79	64	Продажа	29	48
66903	23.06.2021	М80	5	Поставка	20	31
66904	23.06.2021	М80	7	Продажа	7	37
66905	23.06.2021	М80	11	Продажа	7	323
66906	23.06.2021	М80	13	Поставка	30	41
66907	23.06.2021	М80	14	Поставка	20	196
66908	23.06.2021	М80	14	Продажа	15	217
66909	23.06.2021	М80	17	Продажа	11	241
66910	23.06.2021	М80	20	Продажа	38	105
66911	23.06.2021	М80	22	Продажа	3	413
66912	23.06.2021	М80	23	Поставка	10	550
66913	23.06.2021	М80	25	Продажа	8	120
66914	23.06.2021	М80	27	Продажа	4	375
66915	23.06.2021	М80	28	Поставка	20	39
66916	23.06.2021	М80	29	Поставка	50	37
66917	23.06.2021	М80	30	Поставка	10	169
66918	23.06.2021	М80	33	Продажа	19	55
66919	23.06.2021	М80	34	Продажа	18	128
66920	23.06.2021	М80	36	Поставка	10	312
66921	23.06.2021	М80	42	Продажа	12	59
66922	23.06.2021	М80	44	Продажа	13	71
66923	23.06.2021	М80	48	Поставка	20	125
66924	23.06.2021	М80	50	Поставка	10	90
66925	23.06.2021	М80	51	Поставка	10	322
66926	23.06.2021	М80	52	Поставка	50	35
66927	23.06.2021	М80	57	Поставка	30	323
66928	23.06.2021	М80	59	Поставка	10	176
66929	23.06.2021	М81	2	Поставка	40	71
66930	23.06.2021	М81	3	Поставка	50	86
66931	23.06.2021	М81	4	Продажа	22	22
66932	23.06.2021	М81	5	Поставка	50	41
66933	23.06.2021	М81	5	Продажа	46	54
66934	23.06.2021	М81	8	Продажа	56	68
66935	23.06.2021	М81	9	Поставка	30	84
66936	23.06.2021	М81	12	Поставка	40	144
66937	23.06.2021	М81	25	Поставка	10	130
66938	23.06.2021	М81	26	Продажа	47	74
66939	23.06.2021	М81	27	Продажа	8	368
66940	23.06.2021	М81	28	Поставка	40	45
66941	23.06.2021	М81	30	Поставка	30	160
66942	23.06.2021	М81	33	Поставка	40	47
66943	23.06.2021	М81	34	Поставка	40	77
66944	23.06.2021	М81	42	Продажа	24	95
66945	23.06.2021	М81	46	Продажа	35	50
66946	23.06.2021	М81	47	Поставка	20	376
66947	23.06.2021	М81	47	Продажа	15	682
66948	23.06.2021	М81	48	Поставка	30	128
66949	23.06.2021	М81	49	Поставка	100	42
66950	23.06.2021	М81	49	Продажа	67	63
66951	23.06.2021	М81	54	Поставка	100	96
66952	23.06.2021	М81	54	Продажа	62	105
66953	23.06.2021	М81	58	Поставка	10	145
66954	23.06.2021	М81	59	Поставка	20	214
66955	23.06.2021	М82	1	Продажа	70	308
66956	23.06.2021	М82	2	Поставка	100	66
66957	23.06.2021	М82	3	Продажа	232	101
66958	23.06.2021	М82	5	Продажа	206	44
66959	23.06.2021	М82	8	Поставка	200	53
66960	23.06.2021	М82	9	Продажа	167	77
66961	23.06.2021	М82	10	Поставка	100	205
66962	23.06.2021	М82	12	Продажа	123	229
66963	23.06.2021	М82	14	Продажа	145	192
66964	23.06.2021	М82	16	Поставка	50	408
66965	23.06.2021	М82	17	Поставка	100	143
66966	23.06.2021	М82	18	Продажа	282	68
66967	23.06.2021	М82	19	Поставка	100	155
66968	23.06.2021	М82	27	Продажа	33	459
66969	23.06.2021	М82	32	Поставка	200	61
66970	23.06.2021	М82	33	Продажа	116	65
66971	23.06.2021	М82	37	Продажа	195	79
66972	23.06.2021	М82	43	Поставка	100	70
66973	23.06.2021	М82	47	Продажа	74	696
66974	23.06.2021	М82	51	Поставка	50	337
66975	23.06.2021	М82	54	Поставка	300	105
66976	23.06.2021	М82	55	Поставка	200	38
66977	23.06.2021	М82	55	Продажа	139	52
66978	23.06.2021	М82	57	Поставка	200	366
66979	23.06.2021	М82	59	Поставка	100	232
66980	23.06.2021	М82	59	Продажа	85	266
66981	23.06.2021	М82	61	Поставка	40	89
66982	23.06.2021	М82	62	Продажа	29	128
66983	23.06.2021	М83	9	Продажа	17	124
66984	23.06.2021	М83	10	Продажа	11	236
66985	23.06.2021	М83	16	Продажа	9	532
66986	23.06.2021	М83	22	Поставка	10	340
66987	23.06.2021	М83	22	Продажа	3	347
66988	23.06.2021	М83	23	Поставка	10	510
66989	23.06.2021	М83	23	Продажа	9	480
66990	23.06.2021	М83	24	Продажа	16	239
66991	23.06.2021	М83	25	Продажа	9	113
66992	23.06.2021	М83	27	Продажа	5	487
66993	23.06.2021	М83	28	Продажа	16	41
66994	23.06.2021	М83	30	Поставка	20	171
66995	23.06.2021	М83	36	Продажа	9	431
66996	23.06.2021	М83	37	Продажа	30	64
66997	23.06.2021	М83	39	Продажа	7	452
66998	23.06.2021	М83	42	Поставка	10	52
66999	23.06.2021	М83	45	Поставка	10	48
67000	23.06.2021	М83	50	Продажа	6	113
67001	23.06.2021	М83	51	Поставка	10	318
67002	23.06.2021	М83	51	Продажа	6	337
67003	23.06.2021	М83	53	Продажа	18	67
67004	23.06.2021	М83	55	Поставка	20	37
67005	23.06.2021	М83	56	Поставка	10	91
67006	23.06.2021	М83	58	Продажа	5	223
67007	23.06.2021	М83	63	Поставка	10	199
67008	23.06.2021	М84	1	Поставка	50	200
67009	23.06.2021	М84	1	Продажа	71	233
67010	23.06.2021	М84	9	Продажа	157	82
67011	23.06.2021	М84	10	Продажа	104	244
67012	23.06.2021	М84	11	Продажа	65	227
67013	23.06.2021	М84	14	Поставка	100	222
67014	23.06.2021	М84	17	Поставка	100	136
67015	23.06.2021	М84	18	Продажа	347	76
67016	23.06.2021	М84	19	Поставка	100	169
67017	23.06.2021	М84	20	Поставка	300	84
67018	23.06.2021	М84	20	Продажа	365	98
67019	23.06.2021	М84	21	Поставка	100	166
67020	23.06.2021	М84	28	Поставка	100	34
67021	23.06.2021	М84	31	Поставка	200	41
67022	23.06.2021	М84	33	Продажа	155	57
67023	23.06.2021	М84	34	Поставка	200	79
67024	23.06.2021	М84	36	Продажа	87	382
67025	23.06.2021	М84	40	Продажа	53	207
67026	23.06.2021	М84	45	Поставка	30	39
67027	23.06.2021	М84	48	Продажа	187	130
67028	23.06.2021	М84	49	Поставка	300	54
67029	23.06.2021	М84	51	Поставка	50	437
67030	23.06.2021	М84	52	Поставка	300	24
67031	23.06.2021	М84	54	Поставка	300	111
67032	23.06.2021	М84	54	Продажа	293	101
67033	23.06.2021	М84	57	Поставка	200	389
67034	23.06.2021	М84	58	Продажа	52	250
67035	23.06.2021	М84	59	Поставка	100	194
67036	23.06.2021	М84	60	Продажа	59	210
67037	23.06.2021	М84	61	Продажа	36	85
67038	23.06.2021	М84	64	Продажа	296	43
67039	23.06.2021	М85	3	Продажа	448	101
67040	23.06.2021	М85	5	Поставка	400	44
67041	23.06.2021	М85	5	Продажа	413	35
67042	23.06.2021	М85	13	Поставка	500	53
67043	23.06.2021	М85	14	Поставка	200	226
67044	23.06.2021	М85	15	Поставка	200	47
67045	23.06.2021	М85	19	Поставка	200	203
67046	23.06.2021	М85	19	Продажа	265	194
67047	23.06.2021	М85	20	Продажа	855	115
67048	23.06.2021	М85	21	Продажа	188	189
67049	23.06.2021	М85	22	Поставка	50	315
67050	23.06.2021	М85	23	Поставка	100	400
67051	23.06.2021	М85	25	Продажа	141	167
67052	23.06.2021	М85	29	Продажа	752	39
67053	23.06.2021	М85	32	Поставка	300	49
67054	23.06.2021	М85	33	Продажа	278	71
67055	23.06.2021	М85	35	Поставка	500	58
67056	23.06.2021	М85	36	Поставка	200	350
67057	23.06.2021	М85	36	Продажа	160	431
67058	23.06.2021	М85	38	Поставка	200	76
67059	23.06.2021	М85	39	Поставка	100	352
67060	23.06.2021	М85	40	Поставка	100	225
67061	23.06.2021	М85	43	Поставка	200	90
67062	23.06.2021	М85	44	Продажа	219	64
67063	23.06.2021	М85	45	Поставка	100	44
67064	23.06.2021	М85	49	Продажа	455	63
67065	23.06.2021	М85	52	Поставка	800	29
67066	23.06.2021	М85	54	Поставка	600	76
67067	23.06.2021	М86	2	Продажа	62	89
67068	23.06.2021	М86	4	Продажа	31	21
67069	23.06.2021	М86	10	Продажа	41	285
67070	23.06.2021	М86	11	Поставка	30	183
67071	23.06.2021	М86	11	Продажа	30	213
67072	23.06.2021	М86	14	Поставка	50	219
67073	23.06.2021	М86	16	Поставка	30	368
67074	23.06.2021	М86	17	Продажа	47	240
67075	23.06.2021	М86	21	Поставка	50	185
67076	23.06.2021	М86	22	Продажа	12	438
67077	23.06.2021	М86	24	Поставка	100	196
67078	23.06.2021	М86	25	Продажа	27	113
67079	23.06.2021	М86	26	Поставка	100	63
67080	23.06.2021	М86	31	Поставка	100	44
67081	23.06.2021	М86	32	Поставка	100	51
67082	23.06.2021	М86	34	Поставка	100	111
67083	23.06.2021	М86	36	Поставка	50	361
67084	23.06.2021	М86	37	Продажа	113	102
67085	23.06.2021	М86	46	Продажа	67	58
67086	23.06.2021	М86	51	Поставка	30	366
67087	23.06.2021	М86	55	Поставка	100	42
67088	23.06.2021	М86	56	Поставка	50	77
67089	23.06.2021	М86	60	Продажа	35	204
67090	23.06.2021	М87	2	Продажа	37	80
67091	23.06.2021	М87	3	Продажа	50	103
67092	23.06.2021	М87	6	Поставка	40	173
67093	23.06.2021	М87	6	Продажа	26	261
67094	23.06.2021	М87	7	Поставка	10	41
67095	23.06.2021	М87	8	Продажа	64	45
67096	23.06.2021	М87	10	Продажа	20	254
67097	23.06.2021	М87	13	Продажа	72	59
67098	23.06.2021	М87	17	Продажа	24	224
67099	23.06.2021	М87	21	Продажа	17	173
67100	23.06.2021	М87	23	Продажа	18	610
